Jurisdiction,Prob,Topic,Accuracy
        Delaware  ,0.8561927041176485, 23,  0.681240
         Florida  ,0.9846600587904575, 23,  0.894742
         Georgia  ,0.7900221933522364, 23,  0.752217
          Hawaii  ,0.9504120667549032, 23,  0.820785
           Idaho  ,0.944755082902885, 23,  0.832372
        Illinois  ,0.9648905307071763, 23,  0.841377
         Indiana  ,0.9683325519004261, 23,  0.915466
            Iowa  ,0.9444230834037727, 23,  0.832951
          Kansas  ,0.9483382279060955, 23,  0.088889
        Kentucky  ,0.8223984322379543, 23,  0.536490
       Louisiana  ,0.8174435432276068, 23,  0.696588
           Maine  ,0.9140825550030658, 23,  0.583099
        Maryland  ,0.896216929378943, 23,  0.717280
   Massachusetts  ,0.9969846217927708, 23,  0.840226
        Michigan  ,0.9203833534374438, 23,  0.734848
       Minnesota  ,0.994352023212676, 23,  0.890900
     Mississippi  ,0.9673646711851395, 23,  0.815352
        Missouri  ,0.9852553897545571, 23,  0.631643
         Montana  ,0.7889895922695096, 23,  0.773288
        Nebraska  ,0.9999914581273108, 23,  0.845631
          Nevada  ,0.8487729506645847, 23,  0.599576
   New Hampshire  ,0.7298897180512601, 23,  0.563131
      New Jersey  ,0.9751396133854725, 23,  0.891264
      New Mexico  ,0.9657995284408523, 23,  0.730744
        New York  ,0.9830207868921574, 23,  0.883174
  North Carolina  ,0.9465271753462021, 23,  0.791210
    North Dakota  ,0.8252742026448202, 23,  0.655039
            Ohio  ,0.9636366439241792, 23,  0.798030
        Oklahoma  ,0.8939682877475172, 23,  0.822898
          Oregon  ,0.9582462261280527, 23,  0.880789
    Pennsylvania  ,0.9099022507958865, 23,  0.634750
    Rhode Island  ,0.9401897973247021, 23,  0.681003
  South Carolina  ,0.9453789649787094, 23,  0.801156
    South Dakota  ,0.8706475582077197, 23,  0.515942
       Tennessee  ,0.8888144524307717, 23,  0.776065
           Texas  ,0.92607772756858, 23,  0.783995
            Utah  ,0.5173467159788729, 23,  0.663698
         Vermont  ,0.9676102150731072, 23,  0.807073
        Virginia  ,0.9227693950165581, 23,  0.749176
      Washington  ,0.8718853147897483, 23,  0.770023
   West Virginia  ,0.9494595033609305, 23,  0.810797
       Wisconsin  ,0.9659626802632476, 23,  0.801563
         Wyoming  ,0.852373881435158, 23,  0.764706
         Alabama  ,0.8739877498106983,  2,0.692005
          Alaska  ,0.9518418943290553,  2,0.866667
         Arizona  ,0.8934402279280346,  2,0.657758
        Arkansas  ,0.8359707194293644,  2,0.690687
      California  ,0.9023272585939386,  2,0.761015
        Colorado  ,0.8325198386394932,  2,0.463447
     Connecticut  ,0.9927714608105505,  2,0.930233
        Delaware  ,0.8239922271580548,  2,0.63275
         Florida  ,0.9855867647061957,  2,0.890994
         Georgia  ,0.8507676787805294,  2,0.802532
          Hawaii  ,0.9507193591250475,  2,0.819722
           Idaho  ,0.945088049813722,  2,0.831721
        Illinois  ,0.9652711144336918,  2,0.839298
         Indiana  ,0.9678684090914168,  2,0.911401
            Iowa  ,0.9448489552662928,  2,0.832262
          Kansas  ,0.9503828928688272,  2,0.044444
        Kentucky  ,0.8191388076833176,  2,0.583741
       Louisiana  ,0.8159406640283674,  2,0.687843
           Maine  ,0.9158176114525909,  2,0.579305
        Maryland  ,0.8963103566958734,  2,0.715834
   Massachusetts  ,0.997398533706131,  2,0.831964
        Michigan  ,0.919022681217897,  2,0.731317
       Minnesota  ,0.9944259406269486,  2,0.885964
     Mississippi  ,0.9700067677684446,  2,0.798488
        Missouri  ,0.9854299669140513,  2,0.672705
         Montana  ,0.7890201339831211,  2,0.761218
        Nebraska  ,0.9999996857340024,  2,0.792779
          Nevada  ,0.8514383060155584,  2,0.662076
   New Hampshire  ,0.7167453722287441,  2,0.561448
      New Jersey  ,0.8765498316572055,  2,0.86714
      New Mexico  ,0.9859973728759114,  2,0.754138
        New York  ,0.979758402753903,  2,0.902202
  North Carolina  ,0.9465406009044077,  2,0.791057
    North Dakota  ,0.8155950073829351,  2,0.648579
            Ohio  ,0.9638469854847089,  2,0.796798
        Oklahoma  ,0.8941875774694578,  2,0.810409
          Oregon  ,0.9575650343174031,  2,0.882123
    Pennsylvania  ,0.9098822930584,  2,0.640492
    Rhode Island  ,0.9381231396261301,  2,0.684958
  South Carolina  ,0.9447768574439616,  2,0.781561
    South Dakota  ,0.8707715846403343,  2,0.513043
       Tennessee  ,0.8891689069957,  2,0.773699
           Texas  ,0.9261335894716352,  2,0.775769
            Utah  ,0.522164905660585,  2,0.665677
         Vermont  ,0.951940517786674,  2,0.785014
        Virginia  ,0.923319901203146,  2,0.744827
      Washington  ,0.8737760937099175,  2,0.772483
   West Virginia  ,0.9507870635581421,  2,0.797125
       Wisconsin  ,0.9661205486881876,  2,0.801339
         Wyoming  ,0.8317302023143037,  2,0.720588
         Alabama  ,0.8783567967663717, 25,  0.648986
          Alaska  ,0.9512683815049083, 25,  0.846667
         Arizona  ,0.8951401470647563, 25,  0.677104
        Arkansas  ,0.8413020454047808, 25,  0.679309
      California  ,0.9044576092637189, 25,  0.758183
        Colorado  ,0.8326765608678373, 25,  0.461671
     Connecticut  ,0.9925802705979124, 25,  0.932267
        Delaware  ,0.7797280382513885, 25,  0.399046
         Florida  ,0.994564436153868, 25,  0.897891
         Georgia  ,0.8070683046485687, 25,  0.756330
          Hawaii  ,0.9497390169634118, 25,  0.818435
           Idaho  ,0.9450749527289687, 25,  0.831863
        Illinois  ,0.96545161625374, 25,  0.841784
         Indiana  ,0.9621249459454608, 25,  0.914634
            Iowa  ,0.9447532606824478, 25,  0.832412
          Kansas  ,0.9546117738176545, 25,  0.133333
        Kentucky  ,0.844370207136233, 25,  0.517693
       Louisiana  ,0.8161008146074811, 25,  0.671725
           Maine  ,0.9151701621148072, 25,  0.572934
        Maryland  ,0.8966227522783152, 25,  0.716665
   Massachusetts  ,0.9969407146314176, 25,  0.847826
        Michigan  ,0.9227524649596908, 25,  0.715311
       Minnesota  ,0.994175898661756, 25,  0.889708
     Mississippi  ,0.9602835590238652, 25,  0.815190
        Missouri  ,0.9847774504249629, 25,  0.567633
         Montana  ,0.7859287410266078, 25,  0.729992
        Nebraska  ,0.9999964096488991, 25,  0.860283
          Nevada  ,0.8462588841924261, 25,  0.587924
   New Hampshire  ,0.6942314585947573, 25,  0.569024
      New Jersey  ,0.9751633844117891, 25,  0.891294
      New Mexico  ,0.9461924091552831, 25,  0.708232
        New York  ,0.9806190437106495, 25,  0.892358
  North Carolina  ,0.9465363787693416, 25,  0.791577
    North Dakota  ,0.8189968083970686, 25,  0.596469
            Ohio  ,0.9636360196451131, 25,  0.798030
        Oklahoma  ,0.8939495623699585, 25,  0.817044
          Oregon  ,0.9593109886498744, 25,  0.872403
    Pennsylvania  ,0.9013606640509723, 25,  0.610925
    Rhode Island  ,0.935943004939227, 25,  0.680536
  South Carolina  ,0.9457773530389584, 25,  0.782364
    South Dakota  ,0.8700506563629182, 25,  0.513043
       Tennessee  ,0.8889701701398991, 25,  0.775648
           Texas  ,0.9259124134024896, 25,  0.791421
            Utah  ,0.5175418031902219, 25,  0.658030
         Vermont  ,0.9597827652255031, 25,  0.780112
        Virginia  ,0.922458327912458, 25,  0.736102
      Washington  ,0.8750916528146652, 25,  0.760243
   West Virginia  ,0.9434082998562575, 25,  0.800040
       Wisconsin  ,0.9660034228772332, 25,  0.802455
         Wyoming  ,0.8429500029669424, 25,  0.731618
         Alabama  ,0.8707259450047237, 26,  0.697635
          Alaska  ,0.9498020269931591, 26,  0.893333
         Arizona  ,0.8983574548315892, 26,  0.657590
        Arkansas  ,0.8222747736246373, 26,  0.742941
      California  ,0.90204793082246, 26,  0.761923
        Colorado  ,0.8328630837623845, 26,  0.460675
     Connecticut  ,0.9925762794973253, 26,  0.933576
        Delaware  ,0.8091417671746084, 26,  0.693164
         Florida  ,0.9846688805055059, 26,  0.894692
         Georgia  ,0.8328251167234385, 26,  0.781809
          Hawaii  ,0.9500925807731941, 26,  0.822314
           Idaho  ,0.9448982687878561, 26,  0.832120
        Illinois  ,0.9645171034459887, 26,  0.839133
         Indiana  ,0.9687584838508096, 26,  0.916205
            Iowa  ,0.944663406336473, 26,  0.832663
          Kansas  ,0.9552110801476925, 26,  0.155556
        Kentucky  ,0.8173794899773008, 26,  0.527796
       Louisiana  ,0.8159635035635462, 26,  0.691958
           Maine  ,0.9135655972397447, 26,  0.602305
        Maryland  ,0.8970703983267814, 26,  0.704599
   Massachusetts  ,0.2368313009215014, 26,  0.929392
        Michigan  ,0.9197453575207832, 26,  0.735703
       Minnesota  ,0.9943160373809208, 26,  0.886588
     Mississippi  ,0.9662698680192459, 26,  0.823764
        Missouri  ,0.9857217421188472, 26,  0.650966
         Montana  ,0.788244196363284, 26,  0.752821
        Nebraska  ,0.9999491023877359, 26,  0.807954
          Nevada  ,0.8489539230718883, 26,  0.578390
   New Hampshire  ,0.7125313146237575, 26,  0.572391
      New Jersey  ,0.9751696561663034, 26,  0.891374
      New Mexico  ,0.9864980635191587, 26,  0.769146
        New York  ,0.9808056170563895, 26,  0.893547
  North Carolina  ,0.948197433710799, 26,  0.789453
    North Dakota  ,0.8220677758701682, 26,  0.648579
            Ohio  ,0.9636269602358767, 26,  0.798030
        Oklahoma  ,0.8942823488435349, 26,  0.808477
          Oregon  ,0.9579131920649648, 26,  0.881933
    Pennsylvania  ,0.9096153911741388, 26,  0.637994
    Rhode Island  ,0.9279289072598238, 26,  0.678947
  South Carolina  ,0.9452333120637066, 26,  0.802281
    South Dakota  ,0.870556348611556, 26,  0.515942
       Tennessee  ,0.8887379544084892, 26,  0.773871
           Texas  ,0.9260504800111427, 26,  0.784740
            Utah  ,0.5130539733751158, 26,  0.658210
         Vermont  ,0.9643213785606977, 26,  0.776611
        Virginia  ,0.9225791727671312, 26,  0.745759
      Washington  ,0.8700619200611459, 26,  0.772513
   West Virginia  ,0.9477243560478735, 26,  0.791193
       Wisconsin  ,0.9658601621246015, 26,  0.804911
         Wyoming  ,0.8496596314913714, 26,  0.770221
         Alabama  ,0.8840352336087118,  2,0.681869
          Alaska  ,0.9497908991197866,  2,0.843333
         Arizona  ,0.8982475038111806,  2,0.672295
        Arkansas  ,0.8711412308283197,  2,0.724399
      California  ,0.8987466592413105,  2,0.762994
        Colorado  ,0.8333814244171672,  2,0.462178
     Connecticut  ,0.9926481874381442,  2,0.932703
        Delaware  ,0.8256022374038956,  2,0.67753
         Florida  ,0.984613591582233,  2,0.890544
         Georgia  ,0.8619635047595586,  2,0.796323
          Hawaii  ,0.9504071319056865,  2,0.821146
           Idaho  ,0.9461488628499743,  2,0.832507
        Illinois  ,0.9649582452066197,  2,0.840183
         Indiana  ,0.9688390318882633,  2,0.913803
            Iowa  ,0.945814819897856,  2,0.83304
          Kansas  ,0.9534553526986721,  2,0.111111
        Kentucky  ,0.818568809962922,  2,0.524554
       Louisiana  ,0.8172231456128005,  2,0.694359
           Maine  ,0.9142193720390138,  2,0.577337
        Maryland  ,0.8962716156124024,  2,0.718788
   Massachusetts  ,0.996889305502847,  2,0.844601
        Michigan  ,0.9210784860149605,  2,0.732456
       Minnesota  ,0.9943784506336174,  2,0.886077
     Mississippi  ,0.9659200861076833,  2,0.786338
        Missouri  ,0.9853117577697892,  2,0.611111
         Montana  ,0.7889297228492683,  2,0.768565
        Nebraska  ,0.9998863047484299,  2,0.859759
          Nevada  ,0.8428393544971841,  2,0.599576
   New Hampshire  ,0.6970147601305684,  2,0.545455
      New Jersey  ,0.9750354371043745,  2,0.891763
      New Mexico  ,0.9862436393346685,  2,0.78305
        New York  ,0.9792648554942078,  2,0.89887
  North Carolina  ,0.9461520286724763,  2,0.793434
    North Dakota  ,0.8230640136538853,  2,0.644703
            Ohio  ,0.9636420265344929,  2,0.79803
        Oklahoma  ,0.8939719565447897,  2,0.811548
          Oregon  ,0.9583100575378575,  2,0.880313
    Pennsylvania  ,0.9085469994480027,  2,0.634042
    Rhode Island  ,0.9427390689798927,  2,0.671629
  South Carolina  ,0.9450392650810137,  2,0.799711
    South Dakota  ,0.879969497467015,  2,0.685507
       Tennessee  ,0.8891260644268659,  2,0.77051
           Texas  ,0.92606752249017,  2,0.783277
            Utah  ,0.5177683893297815,  2,0.663248
         Vermont  ,0.9673108648976052,  2,0.796919
        Virginia  ,0.92274907298741,  2,0.744341
      Washington  ,0.8721479321437585,  2,0.769324
   West Virginia  ,0.9493822316341327,  2,0.813311
       Wisconsin  ,0.9659308960096419,  2,0.80625
         Wyoming  ,0.8611719024153738,  2,0.792279
         Alabama  ,0.8566212034438268, 28,  0.615315
          Alaska  ,0.948543263056037, 28,  0.773333
         Arizona  ,0.8838950779806628, 28,  0.654962
        Arkansas  ,0.8481994276368094, 28,  0.677623
      California  ,0.9108337914741512, 28,  0.739112
        Colorado  ,0.8332591084402654, 28,  0.465886
     Connecticut  ,0.9927868634630255, 28,  0.929797
        Delaware  ,0.8136355970935607, 28,  0.694754
         Florida  ,0.9856857572311056, 28,  0.870627
         Georgia  ,0.9038367969039465, 28,  0.762619
          Hawaii  ,0.9507916550499406, 28,  0.822580
           Idaho  ,0.9456051431466557, 28,  0.830659
        Illinois  ,0.9662021861413062, 28,  0.842426
         Indiana  ,0.9673976775374633, 28,  0.897820
            Iowa  ,0.9453213543735599, 28,  0.831199
          Kansas  ,0.9539620446491461, 28,  0.244444
        Kentucky  ,0.8349302124113556, 28,  0.585949
       Louisiana  ,0.8166135704213382, 28,  0.696845
           Maine  ,0.9101154322738593, 28,  0.557523
        Maryland  ,0.8993426528780157, 28,  0.693548
   Massachusetts  ,0.9969971529843157, 28,  0.829754
        Michigan  ,0.928098627221494, 28,  0.718729
       Minnesota  ,0.9941179706969295, 28,  0.892999
     Mississippi  ,0.9635619891293227, 28,  0.791743
        Missouri  ,0.9864619323670303, 28,  0.548309
         Montana  ,0.8007294512499176, 28,  0.730517
        Nebraska  ,0.9999085229666289, 28,  0.819990
          Nevada  ,0.8459303156975684, 28,  0.595339
   New Hampshire  ,0.5920335077154908, 28,  0.555556
      New Jersey  ,0.9781984580671772, 28,  0.880435
      New Mexico  ,0.9634542713220111, 28,  0.720591
        New York  ,0.9806502202232467, 28,  0.894779
  North Carolina  ,0.9427148881629206, 28,  0.751524
    North Dakota  ,0.8266452700982104, 28,  0.655039
            Ohio  ,0.9633535945387212, 28,  0.799261
        Oklahoma  ,0.8941655614243953, 28,  0.807465
          Oregon  ,0.9569094608915573, 28,  0.874786
    Pennsylvania  ,0.9099538623910622, 28,  0.634750
    Rhode Island  ,0.8936836181009886, 28,  0.599408
  South Carolina  ,0.9485953099391814, 28,  0.743174
    South Dakota  ,0.8784939476871212, 28,  0.507246
       Tennessee  ,0.8861296495461056, 28,  0.763156
           Texas  ,0.926941453751084, 28,  0.740242
            Utah  ,0.5316507391278651, 28,  0.647323
         Vermont  ,0.9656944723300954, 28,  0.789216
        Virginia  ,0.923200324724456, 28,  0.743990
      Washington  ,0.8963056606210414, 28,  0.749431
   West Virginia  ,0.947012081269888, 28,  0.789685
       Wisconsin  ,0.9670448356815496, 28,  0.822768
         Wyoming  ,0.8507376654846703, 28,  0.786765
         Alabama  ,0.8770579708073616,  2,0.659797
          Alaska  ,0.9496023655331906,  2,0.896667
         Arizona  ,0.8872619630513197,  2,0.621526
        Arkansas  ,0.8335341332399925,  2,0.707122
      California  ,0.902445113520193,  2,0.762746
        Colorado  ,0.8331919513373467,  2,0.463486
     Connecticut  ,0.9925828196625369,  2,0.932994
        Delaware  ,0.783280262613101,  2,0.604399
         Florida  ,0.9848460791702189,  2,0.895167
         Georgia  ,0.8212082207881212,  2,0.755765
          Hawaii  ,0.9508213205266599,  2,0.821156
           Idaho  ,0.9445261206218803,  2,0.830789
        Illinois  ,0.9645193357669076,  2,0.840928
         Indiana  ,0.9682887784645212,  2,0.908629
            Iowa  ,0.944272257286257,  2,0.831357
          Kansas  ,0.9543158825643119,  2,0.244444
        Kentucky  ,0.8388779954959614,  2,0.586631
       Louisiana  ,0.8145760670151168,  2,0.698302
           Maine  ,0.9154749984782167,  2,0.648257
        Maryland  ,0.8961185194342878,  2,0.718173
   Massachusetts  ,0.9947914885641419,  2,0.804127
        Michigan  ,0.9177036598001108,  2,0.746639
       Minnesota  ,0.9943172633796771,  2,0.889652
     Mississippi  ,0.9618028434067161,  2,0.824129
        Missouri  ,0.9802531716757309,  2,0.346618
         Montana  ,0.7976005879321747,  2,0.700866
        Nebraska  ,0.9996525925702886,  2,0.732077
          Nevada  ,0.8470106857616053,  2,0.575212
   New Hampshire  ,0.7018560969057136,  2,0.554714
      New Jersey  ,0.9749130930853556,  2,0.891394
      New Mexico  ,0.9871290327426271,  2,0.772456
        New York  ,0.9798482871440184,  2,0.897272
  North Carolina  ,0.9411009563100903,  2,0.785357
    North Dakota  ,0.827346246272499,  2,0.648148
            Ohio  ,0.9636064048958344,  2,0.79803
        Oklahoma  ,0.8943134975761705,  2,0.810536
          Oregon  ,0.9581295454198259,  2,0.879931
    Pennsylvania  ,0.9069017397052197,  2,0.652908
    Rhode Island  ,0.9290713444444438,  2,0.65232
  South Carolina  ,0.9435721439266106,  2,0.790235
    South Dakota  ,0.8717447491434005,  2,0.517391
       Tennessee  ,0.8883743888512777,  2,0.776333
           Texas  ,0.925948167881098,  2,0.781952
            Utah  ,0.5207057743427905,  2,0.659559
         Vermont  ,0.9974403806629605,  2,0.815476
        Virginia  ,0.9213872587182839,  2,0.746191
      Washington  ,0.8737315406912635,  2,0.773576
   West Virginia  ,0.9441309578756073,  2,0.777722
       Wisconsin  ,0.9657123265734426,  2,0.808036
         Wyoming  ,0.7587376968830372,  2,0.742647
         Alabama  ,0.9276217338762709,  3,0.667342
          Alaska  ,0.9484160262098207,  3,0.796667
         Arizona  ,0.8836783819068512,  3,0.655745
        Arkansas  ,0.8507781038068237,  3,0.656974
      California  ,0.902151179227154,  3,0.761717
        Colorado  ,0.8136494037715699,  3,0.406479
     Connecticut  ,0.9911940069239765,  3,0.943169
        Delaware  ,0.7924519438652553,  3,0.661632
         Florida  ,0.9821035252865606,  3,0.864579
         Georgia  ,0.8505974969273579,  3,0.77044
          Hawaii  ,0.9504324283831584,  3,0.820502
           Idaho  ,0.9450837371003462,  3,0.832128
        Illinois  ,0.9578175042140589,  3,0.83953
         Indiana  ,0.9778508194420577,  3,0.889597
            Iowa  ,0.9448723390610962,  3,0.832663
          Kansas  ,0.9578544825539868,  3,0.044444
        Kentucky  ,0.832813147226636,  3,0.564756
       Louisiana  ,0.8161506806056816,  3,0.680041
           Maine  ,0.9131302826599241,  3,0.600431
        Maryland  ,0.894032005971312,  3,0.691117
   Massachusetts  ,0.9969670372711957,  3,0.840977
        Michigan  ,0.9240131802549055,  3,0.712121
       Minnesota  ,0.994343899407225,  3,0.88829
     Mississippi  ,0.9676881183898434,  3,0.812711
        Missouri  ,0.980930756650338,  3,0.53744
         Montana  ,0.7920409364352641,  3,0.737602
        Nebraska  ,0.9998479159919402,  3,0.776557
          Nevada  ,0.8370556825115066,  3,0.574153
   New Hampshire  ,0.7184590767695268,  3,0.594276
      New Jersey  ,0.9737018735691113,  3,0.88284
      New Mexico  ,0.9862638234330414,  3,0.76716
        New York  ,0.9808245135668011,  3,0.894325
  North Carolina  ,0.931362412439683,  3,0.775272
    North Dakota  ,0.8273607705601711,  3,0.619294
            Ohio  ,0.9640793406340514,  3,0.799261
        Oklahoma  ,0.8947349887079832,  3,0.799841
          Oregon  ,0.9670134709066798,  3,0.86335
    Pennsylvania  ,0.9098603050175739,  3,0.624012
    Rhode Island  ,0.8946935180741649,  3,0.674805
  South Carolina  ,0.9484219301173267,  3,0.733216
    South Dakota  ,0.8739262410799258,  3,0.514493
       Tennessee  ,0.8886294259938379,  3,0.775209
           Texas  ,0.9257380547451404,  3,0.733644
            Utah  ,0.5189653626126518,  3,0.65632
         Vermont  ,0.9538663078246126,  3,0.806373
        Virginia  ,0.9212829799099862,  3,0.743058
      Washington  ,0.8723853150071762,  3,0.769385
   West Virginia  ,0.9498284634490948,  3,0.801448
       Wisconsin  ,0.967376317061133,  3,0.811384
         Wyoming  ,0.8512718714367571,  3,0.775735
         Alabama  ,0.87437725060766,31 , 0.635923
          Alaska  ,0.9490804900897263,31 , 0.896667
         Arizona  ,0.8973959463642807,31 , 0.652558
        Arkansas  ,0.8378058792765513,31 , 0.646861
      California  ,0.9031288109706683,31 , 0.759593
        Colorado  ,0.8136305800456631,31 , 0.415359
     Connecticut  ,0.9927802520277984,31 , 0.928052
        Delaware  ,0.7784893252694358,31 , 0.662162
         Florida  ,0.9786012795703991,31 , 0.859456
         Georgia  ,0.8393435553965158,31 , 0.693275
          Hawaii  ,0.9488077540451904,31 , 0.817600
           Idaho  ,0.9453868351761371,31 , 0.832446
        Illinois  ,0.9653702390698969,31 , 0.843305
         Indiana  ,0.9666263633543482,31 , 0.917591
            Iowa  ,0.9449642123955052,31 , 0.833032
          Kansas  ,0.9617951380519745,31 , 0.200000
        Kentucky  ,0.8318169915749465,31 , 0.625094
       Louisiana  ,0.8136193417726643,31 , 0.671125
           Maine  ,0.9139629138758169,31 , 0.631394
        Maryland  ,0.8982373793363884,31 , 0.702444
   Massachusetts  ,0.9948711255607978,31 , 0.821978
        Michigan  ,0.9148631176571455,31 , 0.759342
       Minnesota  ,0.9944024201045489,31 , 0.882844
     Mississippi  ,0.9708844599125092,31 , 0.816327
        Missouri  ,0.9832901423012133,31 , 0.513285
         Montana  ,0.7925002352408766,31 , 0.707163
        Nebraska  ,0.9933820702282643,31 , 0.795395
          Nevada  ,0.8439479278379949,31 , 0.625000
   New Hampshire  ,0.7389669611487137,31 , 0.525253
      New Jersey  ,0.9749048383695965,31 , 0.891983
      New Mexico  ,0.9530883835758205,31 , 0.768925
        New York  ,0.981144673843719,31 , 0.897949
  North Carolina  ,0.9437893385436518,31 , 0.766416
    North Dakota  ,0.832175122528946,31 , 0.654177
            Ohio  ,0.9636546442108512,31 , 0.798030
        Oklahoma  ,0.8975223278752615,31 , 0.797587
          Oregon  ,0.955401920255333,31 , 0.881265
    Pennsylvania  ,0.9451243497674161,31 , 0.637957
    Rhode Island  ,0.9431182172606208,31 , 0.677079
  South Carolina  ,0.9482540499779066,31 , 0.802441
    South Dakota  ,0.8811399766202359,31 , 0.542029
       Tennessee  ,0.891187869774176,31 , 0.767512
           Texas  ,0.918258418485709,31 , 0.756308
            Utah  ,0.5190886691706835,31 , 0.668466
         Vermont  ,0.9568777596418325,31 , 0.824930
        Virginia  ,0.9254366985113347,31 , 0.749757
      Washington  ,0.8715584510612452,31 , 0.768504
   West Virginia  ,0.9476640062582815,31 , 0.764552
       Wisconsin  ,0.9661069383858706,31 , 0.800670
         Wyoming  ,0.8374879151502327,31 , 0.731618
         Alabama  ,0.8642629268520976, 32,  0.684910
          Alaska  ,0.9496977928423703, 32,  0.686667
         Arizona  ,0.8898427086152841, 32,  0.654291
        Arkansas  ,0.8606729966115705, 32,  0.737885
      California  ,0.9019938975228124, 32,  0.762785
        Colorado  ,0.8326719687846111, 32,  0.459055
     Connecticut  ,0.992078129847422, 32,  0.930959
        Delaware  ,0.8255005909654358, 32,  0.677530
         Florida  ,0.9845794292309726, 32,  0.895842
         Georgia  ,0.8290921938253903, 32,  0.750202
          Hawaii  ,0.9501394676157622, 32,  0.822420
           Idaho  ,0.9448312878894466, 32,  0.831793
        Illinois  ,0.9650212176217376, 32,  0.839836
         Indiana  ,0.9651796955347398, 32,  0.920085
            Iowa  ,0.9445543800677604, 32,  0.832351
          Kansas  ,0.9550480033007858, 32,  0.133333
        Kentucky  ,0.8305752384108518, 32,  0.546593
       Louisiana  ,0.8166353839917799, 32,  0.702418
           Maine  ,0.9131385295169695, 32,  0.569140
        Maryland  ,0.8960568047533078, 32,  0.716357
   Massachusetts  ,0.9966162289723067, 32,  0.845484
        Michigan  ,0.9178812728081884, 32,  0.744646
       Minnesota  ,0.9898933051160107, 32,  0.884035
     Mississippi  ,0.9664135554175584, 32,  0.817506
        Missouri  ,0.9846709021070637, 32,  0.632850
         Montana  ,0.7889026842210547, 32,  0.774337
        Nebraska  ,0.9994680289323739, 32,  0.829409
          Nevada  ,0.8497846806086218, 32,  0.566737
   New Hampshire  ,0.6939072956706559, 32,  0.578283
      New Jersey  ,0.9748883101016588, 32,  0.889857
      New Mexico  ,0.9864789220537583, 32,  0.769808
        New York  ,0.9802370170707417, 32,  0.894973
  North Carolina  ,0.9468769430897092, 32,  0.790652
    North Dakota  ,0.8198652183559181, 32,  0.592162
            Ohio  ,0.9636155418940421, 32,  0.798030
        Oklahoma  ,0.8938429684953941, 32,  0.810513
          Oregon  ,0.9578437447188687, 32,  0.869735
    Pennsylvania  ,0.9099077065773344, 32,  0.635459
    Rhode Island  ,0.9107715632864736, 32,  0.657957
  South Carolina  ,0.94783523621966, 32,  0.797783
    South Dakota  ,0.8690294625489728, 32,  0.515942
       Tennessee  ,0.8892251999328, 32,  0.771676
           Texas  ,0.9260599624031, 32,  0.773478
            Utah  ,0.5078982317314983, 32,  0.665587
         Vermont  ,0.948798657503763, 32,  0.788866
        Virginia  ,0.9230333295698824, 32,  0.747515
      Washington  ,0.8697876113149663, 32,  0.771602
   West Virginia  ,0.9491993947551581, 32,  0.811601
       Wisconsin  ,0.9656998615707807, 32,  0.792634
         Wyoming  ,0.8529839166186242, 32,  0.645221
         Alabama  ,0.8831248248939065, 33,  0.528604
          Alaska  ,0.9448915897126325, 33,  0.906667
         Arizona  ,0.89610553682788, 33,  0.688510
        Arkansas  ,0.8317682362536587, 33,  0.574378
      California  ,0.8993834293781392, 33,  0.749399
        Colorado  ,0.8341306092967956, 33,  0.445706
     Connecticut  ,0.9925382689763778, 33,  0.932994
        Delaware  ,0.842049356481466, 33,  0.621887
         Florida  ,0.9788136749670138, 33,  0.852609
         Georgia  ,0.8277939032601525, 33,  0.589179
          Hawaii  ,0.9467477902080499, 33,  0.824208
           Idaho  ,0.9451992391852886, 33,  0.831255
        Illinois  ,0.9651139097297498, 33,  0.839962
         Indiana  ,0.9677954878267426, 33,  0.917591
            Iowa  ,0.9448676742357442, 33,  0.831808
          Kansas  ,0.9563607987625972, 33,  0.955556
        Kentucky  ,0.823252277957375, 33,  0.528172
       Louisiana  ,0.8105155129298022, 33,  0.617027
           Maine  ,0.9091638403853612, 33,  0.571154
        Maryland  ,0.8961028149811653, 33,  0.708015
   Massachusetts  ,0.9968560796670957, 33,  0.846456
        Michigan  ,0.9269357456056856, 33,  0.722830
       Minnesota  ,0.9946807201047793, 33,  0.904005
     Mississippi  ,0.9687679966288061, 33,  0.820350
        Missouri  ,0.9848510442712922, 33,  0.688406
         Montana  ,0.7638713792305422, 33,  0.692732
        Nebraska  ,0.9990593408712741, 33,  0.825222
          Nevada  ,0.8454231953686667, 33,  0.587924
   New Hampshire  ,0.712321696518127, 33,  0.537879
      New Jersey  ,0.9746305835257544, 33,  0.890755
      New Mexico  ,0.9865426255455005, 33,  0.765835
        New York  ,0.9812957369376358, 33,  0.875535
  North Carolina  ,0.9443800487384147, 33,  0.672023
    North Dakota  ,0.8060346309738697, 33,  0.710164
            Ohio  ,0.964317319314623, 33,  0.798030
        Oklahoma  ,0.8939956783562589, 33,  0.821196
          Oregon  ,0.9569220564358927, 33,  0.879741
    Pennsylvania  ,0.9089008266470542, 33,  0.644482
    Rhode Island  ,0.8648708076821121, 33,  0.628652
  South Carolina  ,0.9121998745451515, 33,  0.634918
    South Dakota  ,0.870668734486364, 33,  0.515942
       Tennessee  ,0.8520019951256992, 33,  0.724609
           Texas  ,0.9284324040121933, 33,  0.758875
            Utah  ,0.5136186714783437, 33,  0.652092
         Vermont  ,0.947794171921132, 33,  0.845588
        Virginia  ,0.924474112766564, 33,  0.746772
      Washington  ,0.8710724198071578, 33,  0.771906
